tournament,round,game_id,team,player,tossups,negs,pts,opponent,packet
ACF Nationals 2021,4,20210406,Ohio State,Clark Smith,1,0,10,MIT,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210407,Brown,Anson Berns,2,1,15,WUSTL,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210407,Brown,Jason Hong,3,0,30,WUSTL,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210407,Brown,Michael Li,2,0,20,WUSTL,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210407,Brown,Walter Zhang,1,2,0,WUSTL,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210407,WUSTL,Charles Hang,7,1,65,Brown,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210407,WUSTL,Athena Kern,3,0,30,Brown,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210407,WUSTL,Jeremy Cummings,1,0,10,Brown,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210407,WUSTL,Paul Lee,1,1,5,Brown,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210408,Florida,Taylor Harvey,3,0,30,Minnesota,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210408,Florida,Jonathen Settle,4,0,40,Minnesota,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210408,Florida,Tracy Mirkin,7,0,70,Minnesota,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210408,Florida,Leo Law,0,0,0,Minnesota,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210408,Minnesota,Ben Weiner,2,0,20,Florida,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210408,Minnesota,Davis Everson-Rose,2,2,10,Florida,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210408,Minnesota,Ethan Ashbrook,1,0,10,Florida,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210408,Minnesota,Urbas Ekka,0,0,0,Florida,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210409,Illinois,Iain Carpenter,3,1,25,Northwestern,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210409,Illinois,Mitch McCullar,2,1,15,Northwestern,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210409,Illinois,Olivia Kiser,0,0,0,Northwestern,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210409,Illinois,Auroni Gupta,7,2,60,Northwestern,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210409,Northwestern,Rohin Devanathan,2,0,20,Illinois,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210409,Northwestern,Christopher Sims,4,1,35,Illinois,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210409,Northwestern,Andrew Salij,0,0,0,Illinois,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210409,Northwestern,Nikhil Chellam,1,0,10,Illinois,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210410,Georgia Tech,Tejas Santanam,0,1,-5,Harvard B,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210410,Georgia Tech,Hari Parameswaran,6,1,55,Harvard B,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210410,Georgia Tech,Sarah Mueller,3,1,25,Harvard B,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210410,Georgia Tech,S.A. Shenoy,0,1,-5,Harvard B,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210410,Harvard B,Mazin Omer,2,0,20,Georgia Tech,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,4,20210410,Harvard B,Christopher Gilmer-Hill,6,0,60,Georgia Tech,Chicago B [= Stanford + Chicago A]
ACF Nationals 2021,5,20210501,Columbia,Will Alston,6,2,50,Texas,Minnesota
ACF Nationals 2021,5,20210501,Columbia,Noah Chen,1,1,5,Texas,Minnesota
ACF Nationals 2021,5,20210501,Columbia,Noah Sheidlower,2,0,20,Texas,Minnesota
ACF Nationals 2021,5,20210501,Columbia,Caroline Mao,2,0,20,Texas,Minnesota
ACF Nationals 2021,5,20210501,Texas,William Golden,3,1,25,Columbia,Minnesota
ACF Nationals 2021,5,20210501,Texas,Jaskaran Singh,3,0,30,Columbia,Minnesota
ACF Nationals 2021,5,20210501,Texas,Ryan Humphrey,0,0,0,Columbia,Minnesota
ACF Nationals 2021,5,20210501,Texas,Bradley McLain,1,2,0,Columbia,Minnesota
ACF Nationals 2021,5,20210502,Maryland,Vishwa Shanmugam,0,3,-15,Chicago C,Minnesota
ACF Nationals 2021,5,20210502,Maryland,Connor Mayers,3,1,25,Chicago C,Minnesota
ACF Nationals 2021,5,20210502,Maryland,Caleb Kendrick,7,2,60,Chicago C,Minnesota
ACF Nationals 2021,5,20210502,Maryland,Graham Reid,0,1,-5,Chicago C,Minnesota
ACF Nationals 2021,5,20210502,Chicago C,Vivek Sasse,2,1,15,Maryland,Minnesota
ACF Nationals 2021,5,20210502,Chicago C,Robert Condron,4,1,35,Maryland,Minnesota
ACF Nationals 2021,5,20210502,Chicago C,Daniel Yang,0,0,0,Maryland,Minnesota
ACF Nationals 2021,5,20210502,Chicago C,Yohhan Kumarasinghe,1,0,10,Maryland,Minnesota
ACF Nationals 2021,5,20210503,Stanford,Tim Morrison,3,1,25,Harvard A,Minnesota
ACF Nationals 2021,5,20210503,Stanford,Natan Holtzman,3,1,25,Harvard A,Minnesota
ACF Nationals 2021,5,20210503,Stanford,Ethan Strombeck,3,0,30,Harvard A,Minnesota
ACF Nationals 2021,5,20210503,Stanford,Eric Wolfsberg,1,0,10,Harvard A,Minnesota
ACF Nationals 2021,5,20210503,Harvard A,Ricky Li,2,0,20,Stanford,Minnesota
ACF Nationals 2021,5,20210503,Harvard A,Kelvin Li,1,0,10,Stanford,Minnesota
ACF Nationals 2021,5,20210503,Harvard A,Jason Golfinos,6,2,50,Stanford,Minnesota
ACF Nationals 2021,5,20210503,Harvard A,Thomas Gioia,1,0,10,Stanford,Minnesota
ACF Nationals 2021,5,20210504,Vanderbilt,Aidan Fein,3,0,30,Yale,Minnesota
ACF Nationals 2021,5,20210504,Vanderbilt,Jacob Augelli,5,1,45,Yale,Minnesota
ACF Nationals 2021,5,20210504,Vanderbilt,Michael Ponce,2,0,20,Yale,Minnesota
ACF Nationals 2021,5,20210504,Vanderbilt,Jonathan Caldwell,0,0,0,Yale,Minnesota
ACF Nationals 2021,5,20210504,Yale,Hasna Karim,1,1,5,Vanderbilt,Minnesota
ACF Nationals 2021,5,20210504,Yale,Daniel Sheinberg,4,1,35,Vanderbilt,Minnesota
ACF Nationals 2021,5,20210504,Yale,Matt Pecoraro,0,0,0,Vanderbilt,Minnesota
ACF Nationals 2021,5,20210504,Yale,Michał Gerasimiuk,5,1,45,Vanderbilt,Minnesota
ACF Nationals 2021,5,20210505,Florida,Taylor Harvey,4,1,35,Chicago A,Minnesota
ACF Nationals 2021,5,20210505,Florida,Jonathen Settle,2,0,20,Chicago A,Minnesota
ACF Nationals 2021,5,20210505,Florida,Tracy Mirkin,2,0,20,Chicago A,Minnesota
ACF Nationals 2021,5,20210505,Florida,Leo Law,2,0,20,Chicago A,Minnesota
ACF Nationals 2021,5,20210505,Chicago A,Matthew Lehmann,2,3,5,Florida,Minnesota
ACF Nationals 2021,5,20210505,Chicago A,Adam Fine,1,1,5,Florida,Minnesota
ACF Nationals 2021,5,20210505,Chicago A,Alston Boyd,3,0,30,Florida,Minnesota
ACF Nationals 2021,5,20210505,Chicago A,Ben Miller,3,0,30,Florida,Minnesota
ACF Nationals 2021,5,20210506,Princeton,Eve Fleisig,4,0,40,Brown,Minnesota
ACF Nationals 2021,5,20210506,Princeton,Nathaniel Hull,1,1,5,Brown,Minnesota
ACF Nationals 2021,5,20210506,Princeton,Maya Chande,0,1,-5,Brown,Minnesota
ACF Nationals 2021,5,20210506,Princeton,Samuel Lockwood,0,0,0,Brown,Minnesota
ACF Nationals 2021,5,20210506,Brown,Anson Berns,7,0,70,Princeton,Minnesota
ACF Nationals 2021,5,20210506,Brown,Jason Hong,5,0,50,Princeton,Minnesota
ACF Nationals 2021,5,20210506,Brown,Michael Li,1,0,10,Princeton,Minnesota
ACF Nationals 2021,5,20210506,Brown,Walter Zhang,2,1,15,Princeton,Minnesota
ACF Nationals 2021,5,20210507,Harvard B,Mazin Omer,3,2,20,Northwestern,Minnesota
ACF Nationals 2021,5,20210507,Harvard B,Christopher Gilmer-Hill,3,0,30,Northwestern,Minnesota
ACF Nationals 2021,5,20210507,Northwestern,Rohin Devanathan,4,1,35,Harvard B,Minnesota
ACF Nationals 2021,5,20210507,Northwestern,Christopher Sims,4,0,40,Harvard B,Minnesota
ACF Nationals 2021,5,20210507,Northwestern,Andrew Salij,3,2,20,Harvard B,Minnesota
ACF Nationals 2021,5,20210507,Northwestern,Nikhil Chellam,1,0,10,Harvard B,Minnesota
ACF Nationals 2021,5,20210508,UC-Berkeley,Michael Coates,1,1,5,North Carolina,Minnesota
ACF Nationals 2021,5,20210508,UC-Berkeley,Rahul Keyal,4,0,40,North Carolina,Minnesota
ACF Nationals 2021,5,20210508,UC-Berkeley,James Malouf,0,3,-15,North Carolina,Minnesota
ACF Nationals 2021,5,20210508,UC-Berkeley,Shahar Schwartz,2,2,10,North Carolina,Minnesota
ACF Nationals 2021,5,20210508,North Carolina,Vincent Du,4,0,40,UC-Berkeley,Minnesota
ACF Nationals 2021,5,20210508,North Carolina,Henry Goff,1,0,10,UC-Berkeley,Minnesota
ACF Nationals 2021,5,20210508,North Carolina,Grant Peet,3,0,30,UC-Berkeley,Minnesota
ACF Nationals 2021,5,20210508,North Carolina,Kevin Thomas,4,0,40,UC-Berkeley,Minnesota
ACF Nationals 2021,5,20210509,Illinois,Iain Carpenter,4,2,30,MIT,Minnesota
ACF Nationals 2021,5,20210509,Illinois,Mitch McCullar,0,1,-5,MIT,Minnesota
ACF Nationals 2021,5,20210509,Illinois,Olivia Kiser,1,0,10,MIT,Minnesota
ACF Nationals 2021,5,20210509,Illinois,Auroni Gupta,6,2,50,MIT,Minnesota
ACF Nationals 2021,5,20210509,MIT,David Gomez,0,0,0,Illinois,Minnesota
ACF Nationals 2021,5,20210509,MIT,Katherine Lei,1,1,5,Illinois,Minnesota
ACF Nationals 2021,5,20210509,MIT,Swapnil Garg,2,0,20,Illinois,Minnesota
ACF Nationals 2021,5,20210509,MIT,Grace Liu,3,0,30,Illinois,Minnesota
ACF Nationals 2021,5,20210510,Georgia Tech,Tejas Santanam,0,0,0,Ohio State,Minnesota
ACF Nationals 2021,5,20210510,Georgia Tech,Hari Parameswaran,7,0,70,Ohio State,Minnesota
ACF Nationals 2021,5,20210510,Georgia Tech,Sarah Mueller,1,2,0,Ohio State,Minnesota
ACF Nationals 2021,5,20210510,Georgia Tech,S.A. Shenoy,2,1,15,Ohio State,Minnesota
ACF Nationals 2021,5,20210510,Ohio State,Eddy Liu,0,1,-5,Georgia Tech,Minnesota
ACF Nationals 2021,5,20210510,Ohio State,Roxanne Tang,0,1,-5,Georgia Tech,Minnesota
ACF Nationals 2021,5,20210510,Ohio State,Chris Ray,6,5,35,Georgia Tech,Minnesota
ACF Nationals 2021,5,20210510,Ohio State,Clark Smith,3,0,30,Georgia Tech,Minnesota
ACF Nationals 2021,6,20210601,Chicago B,John Marvin,3,3,15,Cornell,UC-Davis
ACF Nationals 2021,6,20210601,Chicago B,Sam Moore,2,0,20,Cornell,UC-Davis
ACF Nationals 2021,6,20210601,Chicago B,Wonyoung Jang,0,0,0,Cornell,UC-Davis
ACF Nationals 2021,6,20210601,Chicago B,Walker Combs,1,1,5,Cornell,UC-Davis
ACF Nationals 2021,6,20210601,Cornell,Raymond Wang,4,0,40,Chicago B,UC-Davis
ACF Nationals 2021,6,20210601,Cornell,Dan Ni,2,0,20,Chicago B,UC-Davis
ACF Nationals 2021,6,20210601,Cornell,Allan Lee,1,0,10,Chicago B,UC-Davis
ACF Nationals 2021,6,20210601,Cornell,Jonathan Tran,5,1,45,Chicago B,UC-Davis
ACF Nationals 2021,6,20210602,UC-Berkeley,Michael Coates,0,0,0,Harvard A,UC-Davis
ACF Nationals 2021,6,20210602,UC-Berkeley,Rahul Keyal,2,0,20,Harvard A,UC-Davis
ACF Nationals 2021,6,20210602,UC-Berkeley,James Malouf,1,0,10,Harvard A,UC-Davis
ACF Nationals 2021,6,20210602,UC-Berkeley,Shahar Schwartz,1,0,10,Harvard A,UC-Davis
ACF Nationals 2021,6,20210602,Harvard A,Ricky Li,3,1,25,UC-Berkeley,UC-Davis
ACF Nationals 2021,6,20210602,Harvard A,Kelvin Li,1,1,5,UC-Berkeley,UC-Davis
ACF Nationals 2021,6,20210602,Harvard A,Jason Golfinos,8,0,80,UC-Berkeley,UC-Davis
ACF Nationals 2021,6,20210602,Harvard A,Thomas Gioia,2,2,10,UC-Berkeley,UC-Davis
ACF Nationals 2021,6,20210603,Georgia Tech,Tejas Santanam,1,0,10,MIT,UC-Davis
ACF Nationals 2021,6,20210603,Georgia Tech,Hari Parameswaran,7,0,70,MIT,UC-Davis
ACF Nationals 2021,6,20210603,Georgia Tech,Sarah Mueller,3,0,30,MIT,UC-Davis
ACF Nationals 2021,6,20210603,Georgia Tech,S.A. Shenoy,3,0,30,MIT,UC-Davis
ACF Nationals 2021,6,20210603,MIT,David Gomez,0,0,0,Georgia Tech,UC-Davis
ACF Nationals 2021,6,20210603,MIT,Katherine Lei,2,0,20,Georgia Tech,UC-Davis
ACF Nationals 2021,6,20210603,MIT,Swapnil Garg,0,1,-5,Georgia Tech,UC-Davis
ACF Nationals 2021,6,20210603,MIT,Grace Liu,1,0,10,Georgia Tech,UC-Davis
ACF Nationals 2021,6,20210604,Illinois,Iain Carpenter,1,1,5,Ohio State,UC-Davis
ACF Nationals 2021,6,20210604,Illinois,Mitch McCullar,1,0,10,Ohio State,UC-Davis
ACF Nationals 2021,6,20210604,Illinois,Olivia Kiser,3,0,30,Ohio State,UC-Davis
ACF Nationals 2021,6,20210604,Illinois,Auroni Gupta,4,2,30,Ohio State,UC-Davis
ACF Nationals 2021,6,20210604,Ohio State,Eddy Liu,0,0,0,Illinois,UC-Davis
ACF Nationals 2021,6,20210604,Ohio State,Roxanne Tang,0,0,0,Illinois,UC-Davis
ACF Nationals 2021,6,20210604,Ohio State,Chris Ray,8,0,80,Illinois,UC-Davis
ACF Nationals 2021,6,20210604,Ohio State,Clark Smith,1,0,10,Illinois,UC-Davis
ACF Nationals 2021,6,20210605,Texas,William Golden,6,0,60,Chicago C,UC-Davis
ACF Nationals 2021,6,20210605,Texas,Jaskaran Singh,6,0,60,Chicago C,UC-Davis
ACF Nationals 2021,6,20210605,Texas,Ryan Humphrey,3,0,30,Chicago C,UC-Davis
ACF Nationals 2021,6,20210605,Texas,Bradley McLain,2,0,20,Chicago C,UC-Davis
ACF Nationals 2021,6,20210605,Chicago C,Vivek Sasse,0,0,0,Texas,UC-Davis
ACF Nationals 2021,6,20210605,Chicago C,Robert Condron,0,1,-5,Texas,UC-Davis
ACF Nationals 2021,6,20210605,Chicago C,Daniel Yang,1,0,10,Texas,UC-Davis
ACF Nationals 2021,6,20210605,Chicago C,Yohhan Kumarasinghe,2,0,20,Texas,UC-Davis
ACF Nationals 2021,6,20210606,Maryland,Vishwa Shanmugam,3,0,30,Columbia,UC-Davis
ACF Nationals 2021,6,20210606,Maryland,Connor Mayers,0,1,-5,Columbia,UC-Davis
ACF Nationals 2021,6,20210606,Maryland,Caleb Kendrick,2,0,20,Columbia,UC-Davis
ACF Nationals 2021,6,20210606,Maryland,Graham Reid,1,0,10,Columbia,UC-Davis
ACF Nationals 2021,6,20210606,Columbia,Will Alston,8,1,75,Maryland,UC-Davis
ACF Nationals 2021,6,20210606,Columbia,Noah Chen,1,0,10,Maryland,UC-Davis
ACF Nationals 2021,6,20210606,Columbia,Noah Sheidlower,3,0,30,Maryland,UC-Davis
ACF Nationals 2021,6,20210606,Columbia,Caroline Mao,0,0,0,Maryland,UC-Davis
ACF Nationals 2021,6,20210607,WUSTL,Charles Hang,4,1,35,Minnesota,UC-Davis
ACF Nationals 2021,6,20210607,WUSTL,Athena Kern,2,1,15,Minnesota,UC-Davis
ACF Nationals 2021,6,20210607,WUSTL,Jeremy Cummings,0,0,0,Minnesota,UC-Davis
ACF Nationals 2021,6,20210607,WUSTL,Paul Lee,4,0,40,Minnesota,UC-Davis
ACF Nationals 2021,6,20210607,Minnesota,Ben Weiner,1,1,5,WUSTL,UC-Davis
ACF Nationals 2021,6,20210607,Minnesota,Davis Everson-Rose,3,2,20,WUSTL,UC-Davis
ACF Nationals 2021,6,20210607,Minnesota,Ethan Ashbrook,3,1,25,WUSTL,UC-Davis
ACF Nationals 2021,6,20210607,Minnesota,Urbas Ekka,0,0,0,WUSTL,UC-Davis
ACF Nationals 2021,6,20210608,Florida,Taylor Harvey,3,2,20,Brown,UC-Davis
ACF Nationals 2021,6,20210608,Florida,Jonathen Settle,4,0,40,Brown,UC-Davis
ACF Nationals 2021,6,20210608,Florida,Tracy Mirkin,4,1,35,Brown,UC-Davis
ACF Nationals 2021,6,20210608,Florida,Leo Law,1,1,5,Brown,UC-Davis
ACF Nationals 2021,6,20210608,Brown,Anson Berns,2,0,20,Florida,UC-Davis
ACF Nationals 2021,6,20210608,Brown,Jason Hong,1,2,0,Florida,UC-Davis
ACF Nationals 2021,6,20210608,Brown,Michael Li,0,0,0,Florida,UC-Davis
ACF Nationals 2021,6,20210608,Brown,Walter Zhang,2,0,20,Florida,UC-Davis
ACF Nationals 2021,6,20210609,Princeton,Eve Fleisig,3,0,30,Chicago A,UC-Davis
ACF Nationals 2021,6,20210609,Princeton,Nathaniel Hull,2,2,10,Chicago A,UC-Davis
ACF Nationals 2021,6,20210609,Princeton,Maya Chande,0,1,-5,Chicago A,UC-Davis
ACF Nationals 2021,6,20210609,Princeton,Samuel Lockwood,0,0,0,Chicago A,UC-Davis
ACF Nationals 2021,6,20210609,Chicago A,Matthew Lehmann,4,0,40,Princeton,UC-Davis
ACF Nationals 2021,6,20210609,Chicago A,Adam Fine,4,0,40,Princeton,UC-Davis
ACF Nationals 2021,6,20210609,Chicago A,Alston Boyd,4,0,40,Princeton,UC-Davis
ACF Nationals 2021,6,20210609,Chicago A,Ben Miller,1,1,5,Princeton,UC-Davis
ACF Nationals 2021,6,20210610,Stanford,Tim Morrison,3,1,25,North Carolina,UC-Davis
ACF Nationals 2021,6,20210610,Stanford,Natan Holtzman,2,0,20,North Carolina,UC-Davis
ACF Nationals 2021,6,20210610,Stanford,Ethan Strombeck,2,1,15,North Carolina,UC-Davis
ACF Nationals 2021,6,20210610,Stanford,Eric Wolfsberg,2,2,10,North Carolina,UC-Davis
ACF Nationals 2021,6,20210610,North Carolina,Vincent Du,2,0,20,Stanford,UC-Davis
ACF Nationals 2021,6,20210610,North Carolina,Henry Goff,2,0,20,Stanford,UC-Davis
ACF Nationals 2021,6,20210610,North Carolina,Grant Peet,3,1,25,Stanford,UC-Davis
ACF Nationals 2021,6,20210610,North Carolina,Kevin Thomas,3,0,30,Stanford,UC-Davis
ACF Nationals 2021,7,20210701,Chicago A,Matthew Lehmann,3,2,20,Texas,Editors 1
ACF Nationals 2021,7,20210701,Chicago A,Adam Fine,3,1,25,Texas,Editors 1
ACF Nationals 2021,7,20210701,Chicago A,Alston Boyd,1,1,5,Texas,Editors 1
ACF Nationals 2021,7,20210701,Chicago A,Ben Miller,2,0,20,Texas,Editors 1
ACF Nationals 2021,7,20210701,Texas,William Golden,5,1,45,Chicago A,Editors 1
ACF Nationals 2021,7,20210701,Texas,Jaskaran Singh,2,0,20,Chicago A,Editors 1
ACF Nationals 2021,7,20210701,Texas,Ryan Humphrey,2,0,20,Chicago A,Editors 1
ACF Nationals 2021,7,20210701,Texas,Bradley McLain,2,1,15,Chicago A,Editors 1
ACF Nationals 2021,7,20210702,Georgia Tech,Tejas Santanam,0,0,0,Harvard A,Editors 1
ACF Nationals 2021,7,20210702,Georgia Tech,Hari Parameswaran,6,2,50,Harvard A,Editors 1
ACF Nationals 2021,7,20210702,Georgia Tech,Sarah Mueller,1,1,5,Harvard A,Editors 1
ACF Nationals 2021,7,20210702,Georgia Tech,S.A. Shenoy,1,1,5,Harvard A,Editors 1
ACF Nationals 2021,7,20210702,Harvard A,Ricky Li,3,0,30,Georgia Tech,Editors 1
ACF Nationals 2021,7,20210702,Harvard A,Kelvin Li,0,1,-5,Georgia Tech,Editors 1
ACF Nationals 2021,7,20210702,Harvard A,Jason Golfinos,5,0,50,Georgia Tech,Editors 1
ACF Nationals 2021,7,20210702,Harvard A,Thomas Gioia,1,0,10,Georgia Tech,Editors 1
ACF Nationals 2021,7,20210703,Stanford,Tim Morrison,3,0,30,Ohio State,Editors 1
ACF Nationals 2021,7,20210703,Stanford,Natan Holtzman,3,1,25,Ohio State,Editors 1
ACF Nationals 2021,7,20210703,Stanford,Ethan Strombeck,1,1,5,Ohio State,Editors 1
ACF Nationals 2021,7,20210703,Stanford,Eric Wolfsberg,2,1,15,Ohio State,Editors 1
ACF Nationals 2021,7,20210703,Ohio State,Eddy Liu,1,0,10,Stanford,Editors 1
ACF Nationals 2021,7,20210703,Ohio State,Roxanne Tang,2,0,20,Stanford,Editors 1
ACF Nationals 2021,7,20210703,Ohio State,Chris Ray,3,1,25,Stanford,Editors 1
ACF Nationals 2021,7,20210703,Ohio State,Clark Smith,5,0,50,Stanford,Editors 1
ACF Nationals 2021,7,20210704,Columbia,Will Alston,6,1,55,WUSTL,Editors 1
ACF Nationals 2021,7,20210704,Columbia,Noah Chen,1,0,10,WUSTL,Editors 1
ACF Nationals 2021,7,20210704,Columbia,Noah Sheidlower,1,1,5,WUSTL,Editors 1
ACF Nationals 2021,7,20210704,Columbia,Caroline Mao,3,0,30,WUSTL,Editors 1
ACF Nationals 2021,7,20210704,WUSTL,Charles Hang,5,4,30,Columbia,Editors 1
ACF Nationals 2021,7,20210704,WUSTL,Athena Kern,1,0,10,Columbia,Editors 1
ACF Nationals 2021,7,20210704,WUSTL,Jeremy Cummings,1,0,10,Columbia,Editors 1
ACF Nationals 2021,7,20210704,WUSTL,Paul Lee,1,0,10,Columbia,Editors 1
ACF Nationals 2021,7,20210705,Maryland,Vishwa Shanmugam,1,0,10,Florida,Editors 1
ACF Nationals 2021,7,20210705,Maryland,Connor Mayers,0,0,0,Florida,Editors 1
ACF Nationals 2021,7,20210705,Maryland,Caleb Kendrick,7,0,70,Florida,Editors 1
ACF Nationals 2021,7,20210705,Maryland,Graham Reid,1,0,10,Florida,Editors 1
ACF Nationals 2021,7,20210705,Florida,Taylor Harvey,1,1,5,Maryland,Editors 1
ACF Nationals 2021,7,20210705,Florida,Jonathen Settle,3,2,20,Maryland,Editors 1
ACF Nationals 2021,7,20210705,Florida,Tracy Mirkin,5,1,45,Maryland,Editors 1
ACF Nationals 2021,7,20210705,Florida,Leo Law,2,0,20,Maryland,Editors 1
ACF Nationals 2021,7,20210706,Chicago C,Vivek Sasse,3,0,30,Brown,Editors 1
ACF Nationals 2021,7,20210706,Chicago C,Robert Condron,4,1,35,Brown,Editors 1
ACF Nationals 2021,7,20210706,Chicago C,Daniel Yang,0,0,0,Brown,Editors 1
ACF Nationals 2021,7,20210706,Chicago C,Yohhan Kumarasinghe,2,0,20,Brown,Editors 1
ACF Nationals 2021,7,20210706,Brown,Anson Berns,3,1,25,Chicago C,Editors 1
ACF Nationals 2021,7,20210706,Brown,Jason Hong,2,1,15,Chicago C,Editors 1
ACF Nationals 2021,7,20210706,Brown,Michael Li,0,0,0,Chicago C,Editors 1
ACF Nationals 2021,7,20210706,Brown,Walter Zhang,4,1,35,Chicago C,Editors 1
ACF Nationals 2021,7,20210707,Minnesota,Ben Weiner,1,0,10,Vanderbilt,Editors 1
ACF Nationals 2021,7,20210707,Minnesota,Davis Everson-Rose,5,1,45,Vanderbilt,Editors 1
ACF Nationals 2021,7,20210707,Minnesota,Ethan Ashbrook,1,1,5,Vanderbilt,Editors 1
ACF Nationals 2021,7,20210707,Minnesota,Urbas Ekka,2,2,10,Vanderbilt,Editors 1
ACF Nationals 2021,7,20210707,Vanderbilt,Aidan Fein,2,0,20,Minnesota,Editors 1
ACF Nationals 2021,7,20210707,Vanderbilt,Jacob Augelli,2,1,15,Minnesota,Editors 1
ACF Nationals 2021,7,20210707,Vanderbilt,Michael Ponce,1,0,10,Minnesota,Editors 1
ACF Nationals 2021,7,20210707,Vanderbilt,Jonathan Caldwell,1,0,10,Minnesota,Editors 1
ACF Nationals 2021,7,20210708,Chicago B,John Marvin,0,2,-10,Northwestern,Editors 1
ACF Nationals 2021,7,20210708,Chicago B,Sam Moore,2,1,15,Northwestern,Editors 1
ACF Nationals 2021,7,20210708,Chicago B,Wonyoung Jang,3,1,25,Northwestern,Editors 1
ACF Nationals 2021,7,20210708,Chicago B,Walker Combs,6,0,60,Northwestern,Editors 1
ACF Nationals 2021,7,20210708,Northwestern,Rohin Devanathan,2,0,20,Chicago B,Editors 1
ACF Nationals 2021,7,20210708,Northwestern,Christopher Sims,3,1,25,Chicago B,Editors 1
ACF Nationals 2021,7,20210708,Northwestern,Andrew Salij,3,1,25,Chicago B,Editors 1
ACF Nationals 2021,7,20210708,Northwestern,Nikhil Chellam,0,0,0,Chicago B,Editors 1
ACF Nationals 2021,7,20210709,Harvard B,Mazin Omer,2,0,20,UC-Berkeley,Editors 1
ACF Nationals 2021,7,20210709,Harvard B,Christopher Gilmer-Hill,3,0,30,UC-Berkeley,Editors 1
ACF Nationals 2021,7,20210709,UC-Berkeley,Michael Coates,2,1,15,Harvard B,Editors 1
ACF Nationals 2021,7,20210709,UC-Berkeley,Rahul Keyal,4,2,30,Harvard B,Editors 1
ACF Nationals 2021,7,20210709,UC-Berkeley,James Malouf,4,2,30,Harvard B,Editors 1
ACF Nationals 2021,7,20210709,UC-Berkeley,Shahar Schwartz,1,1,5,Harvard B,Editors 1
ACF Nationals 2021,7,20210710,Princeton,Eve Fleisig,2,0,20,Yale,Editors 1
ACF Nationals 2021,7,20210710,Princeton,Nathaniel Hull,2,0,20,Yale,Editors 1
ACF Nationals 2021,7,20210710,Princeton,Maya Chande,0,1,-5,Yale,Editors 1
ACF Nationals 2021,7,20210710,Princeton,Samuel Lockwood,0,0,0,Yale,Editors 1
ACF Nationals 2021,7,20210710,Yale,Hasna Karim,1,0,10,Princeton,Editors 1
ACF Nationals 2021,7,20210710,Yale,Daniel Sheinberg,4,0,40,Princeton,Editors 1
ACF Nationals 2021,7,20210710,Yale,Matt Pecoraro,2,0,20,Princeton,Editors 1
ACF Nationals 2021,7,20210710,Yale,Michał Gerasimiuk,7,3,55,Princeton,Editors 1
ACF Nationals 2021,8,20210801,Illinois,Iain Carpenter,3,1,25,North Carolina,Editors 2
ACF Nationals 2021,8,20210801,Illinois,Mitch McCullar,1,0,10,North Carolina,Editors 2
ACF Nationals 2021,8,20210801,Illinois,Olivia Kiser,0,0,0,North Carolina,Editors 2
ACF Nationals 2021,8,20210801,Illinois,Auroni Gupta,6,2,50,North Carolina,Editors 2
ACF Nationals 2021,8,20210801,North Carolina,Vincent Du,1,2,0,Illinois,Editors 2
