tournament,round,game_id,team,status,opponent,result,pf,pa,tossups,negs,bhrd,bpts,PPB,packet
ACF Nationals 2008,5,20080505,Harvard B,D2,UC-Irvine,L,-15,310,0,3,0,0,NaN,NA
ACF Nationals 2008,5,20080505,UC-Irvine,NA,Harvard B,W,310,-15,12,0,12,190,15.83,NA
ACF Nationals 2008,5,20080506,Chicago A,NA,Vanderbilt,W,330,115,11,2,11,230,20.91,NA
ACF Nationals 2008,5,20080506,Vanderbilt,NA,Chicago A,L,115,330,7,0,7,45,6.43,NA
ACF Nationals 2008,5,20080507,Harvard A,UG,Maryland B,W,210,75,9,2,9,130,14.44,NA
ACF Nationals 2008,5,20080507,Maryland B (exhibition team),NA,Harvard A,L,75,210,5,1,5,30,6,NA
ACF Nationals 2008,5,20080508,Chicago B,D2,Stanford A,L,-5,400,0,1,0,0,NaN,NA
ACF Nationals 2008,5,20080508,Stanford A,NA,Chicago B,W,400,-5,14,2,14,270,19.29,NA
ACF Nationals 2008,5,20080509,Brandeis (exhibition team),NA,VCU A,L,45,105,3,1,3,20,6.67,NA
ACF Nationals 2008,6,20080601,Brandeis (exhibition team),NA,Rutgers,L,90,250,7,0,7,20,2.86,NA
ACF Nationals 2008,6,20080601,Rutgers,NA,Brandeis,W,250,90,11,0,11,140,12.73,NA
ACF Nationals 2008,6,20080602,Chicago B,D2,Minnesota A,L,55,355,5,1,5,10,2,NA
ACF Nationals 2008,6,20080602,Minnesota A,D2,Chicago B,W,355,55,14,1,14,220,15.71,NA
ACF Nationals 2008,6,20080603,Maryland B (exhibition team),NA,Vanderbilt,L,90,230,4,2,4,60,15,NA
ACF Nationals 2008,6,20080603,Vanderbilt,NA,Maryland B,W,230,90,10,0,10,130,13,NA
ACF Nationals 2008,6,20080604,Dartmouth B,D2,UCLA,L,85,265,5,3,5,50,10,NA
ACF Nationals 2008,6,20080604,UCLA,NA,Dartmouth B,W,265,85,11,1,11,160,14.55,NA
ACF Nationals 2008,6,20080605,Illinois A,NA,VCU A,W,345,45,14,3,14,220,15.71,NA
ACF Nationals 2008,6,20080606,Dartmouth A,UG,Harvard B,W,285,100,11,3,11,190,17.27,NA
ACF Nationals 2008,6,20080606,Harvard B,D2,Dartmouth A,L,100,285,6,0,6,40,6.67,NA
ACF Nationals 2008,6,20080607,Chicago A,NA,UC-Irvine,W,330,85,13,2,13,210,16.15,NA
ACF Nationals 2008,6,20080607,UC-Irvine,NA,Chicago A,L,85,330,4,1,4,50,12.5,NA
ACF Nationals 2008,6,20080608,Maryland A,NA,Stanford A,W,380,160,12,4,12,280,23.33,NA
ACF Nationals 2008,6,20080608,Stanford A,NA,Maryland A,L,160,380,7,0,7,90,12.86,NA
ACF Nationals 2008,6,20080609,Florida State,UG,MIT A,L,75,275,4,1,4,40,10,NA
ACF Nationals 2008,6,20080609,MIT A,NA,Florida State,W,275,75,11,1,11,170,15.45,NA
ACF Nationals 2008,7,20080701,Chicago A,NA,Dartmouth A,L,160,270,7,2,7,100,14.29,NA
ACF Nationals 2008,7,20080701,Dartmouth A,UG,Chicago A,W,270,160,11,2,11,170,15.45,NA
ACF Nationals 2008,7,20080702,Harvard A,UG,Vanderbilt,W,235,150,9,1,9,150,16.67,NA
ACF Nationals 2008,7,20080702,Vanderbilt,NA,Harvard A,L,150,235,8,2,8,80,10,NA
ACF Nationals 2008,7,20080703,Maryland B (exhibition team),NA,UC-Irvine,L,120,240,6,2,6,70,11.67,NA
ACF Nationals 2008,7,20080703,UC-Irvine,NA,Maryland B,W,240,120,11,2,11,140,12.73,NA
ACF Nationals 2008,7,20080704,Chicago B,D2,Florida State,W,125,100,7,1,7,60,8.57,NA
ACF Nationals 2008,7,20080704,Florida State,UG,Chicago B,L,100,125,7,2,7,40,5.71,NA
ACF Nationals 2008,7,20080705,Illinois A,NA,Rutgers,W,270,100,13,4,13,160,12.31,NA
ACF Nationals 2008,7,20080705,Rutgers,NA,Illinois A,L,100,270,5,0,5,50,10,NA
ACF Nationals 2008,7,20080706,Brown A,NA,VCU A,W,275,85,11,1,11,170,15.45,NA
ACF Nationals 2008,7,20080707,Stanford A,NA,"Rom, Bruce, Ted (exhibition team)",W,270,190,11,0,11,160,14.55,NA
ACF Nationals 2008,7,20080708,Maryland A,NA,Minnesota A,W,260,145,12,2,12,150,12.5,NA
ACF Nationals 2008,7,20080708,Minnesota A,D2,Maryland A,L,145,260,7,1,7,80,11.43,NA
ACF Nationals 2008,7,20080709,Brandeis (exhibition team),NA,Dartmouth B,L,115,135,7,1,7,50,7.14,NA
ACF Nationals 2008,7,20080709,Dartmouth B,D2,Brandeis,W,135,115,8,1,8,60,7.5,NA
ACF Nationals 2008,8,20080801,MIT A,NA,Vanderbilt,W,210,35,10,4,10,130,13,NA
ACF Nationals 2008,8,20080801,Vanderbilt,NA,MIT A,L,35,210,3,3,3,20,6.67,NA
ACF Nationals 2008,8,20080802,Rutgers,NA,UCLA,W,220,115,11,0,11,110,10,NA
ACF Nationals 2008,8,20080802,UCLA,NA,Rutgers,L,115,220,6,1,6,60,10,NA
ACF Nationals 2008,8,20080803,Chicago A,NA,Minnesota A,W,310,150,12,2,12,200,16.67,NA
ACF Nationals 2008,8,20080803,Minnesota A,D2,Chicago A,L,150,310,7,0,7,80,11.43,NA
ACF Nationals 2008,8,20080804,UC-Irvine,NA,"Rom, Bruce, Ted (exhibition team)",L,90,215,5,1,5,45,9,NA
ACF Nationals 2008,8,20080805,Brown A,NA,Dartmouth A,W,320,130,13,2,13,200,15.38,NA
ACF Nationals 2008,8,20080805,Dartmouth A,UG,Brown A,L,130,320,7,2,7,70,10,NA
ACF Nationals 2008,8,20080806,Chicago B,D2,VCU A,L,55,85,5,1,5,10,2,NA
ACF Nationals 2008,8,20080806,VCU (exhibition team),NA,Chicago B,W,85,55,7,1,7,20,2.86,NA
ACF Nationals 2008,8,20080807,Dartmouth B,D2,Maryland B,L,10,120,1,2,1,10,10,NA
ACF Nationals 2008,8,20080807,Maryland B (exhibition team),NA,Dartmouth B,W,120,10,7,0,7,50,7.14,NA
ACF Nationals 2008,8,20080808,Maryland A,NA,Stanford A,W,255,140,10,3,10,170,17,NA
ACF Nationals 2008,8,20080808,Stanford A,NA,Maryland A,L,140,255,6,0,6,80,13.33,NA
ACF Nationals 2008,9,20080901,Brown A,NA,Minnesota A,W,295,75,12,3,12,190,15.83,NA
ACF Nationals 2008,9,20080901,Minnesota A,D2,Brown A,L,75,295,5,1,5,30,6,NA
ACF Nationals 2008,9,20080902,Dartmouth A,UG,Maryland A,L,145,385,5,1,5,100,20,NA
ACF Nationals 2008,9,20080902,Maryland A,NA,Dartmouth A,W,385,145,14,3,14,260,18.57,NA
ACF Nationals 2008,9,20080903,Illinois A,NA,Stanford A,W,265,205,11,3,11,170,15.45,NA
ACF Nationals 2008,9,20080903,Stanford A,NA,Illinois A,L,205,265,8,1,8,130,16.25,NA
ACF Nationals 2008,9,20080904,Chicago B,D2,Florida State,L,75,215,5,1,5,30,6,NA
ACF Nationals 2008,9,20080904,Florida State,UG,Chicago B,W,215,75,11,1,11,110,10,NA
ACF Nationals 2008,9,20080905,Maryland B (exhibition team),NA,VCU A,W,240,120,11,0,11,130,11.82,NA
ACF Nationals 2008,9,20080905,VCU (exhibition team),NA,Maryland B,L,120,240,5,4,5,90,18,NA
ACF Nationals 2008,9,20080906,Rutgers,NA,Vanderbilt,L,170,180,8,0,8,90,11.25,NA
ACF Nationals 2008,9,20080906,Vanderbilt,NA,Rutgers,W,180,170,9,0,9,90,10,NA
ACF Nationals 2008,9,20080907,Brandeis (exhibition team),NA,Dartmouth B,W,190,35,11,0,11,80,7.27,NA
ACF Nationals 2008,9,20080907,Dartmouth B,D2,Brandeis,L,35,190,4,5,4,20,5,NA
ACF Nationals 2008,9,20080908,Harvard A,UG,MIT A,W,240,150,10,2,10,150,15,NA
ACF Nationals 2008,9,20080908,MIT A,NA,Harvard A,L,150,240,6,2,6,100,16.67,NA
ACF Nationals 2008,9,20080909,UCLA,NA,"Rom, Bruce, Ted (exhibition team)",L,75,365,4,1,4,40,10,NA
ACF Nationals 2008,10,20081001,Brown A,NA,Chicago A,L,235,265,8,1,8,160,20,NA
ACF Nationals 2008,10,20081001,Chicago A,NA,Brown A,W,265,235,9,3,9,190,21.11,NA
ACF Nationals 2008,10,20081002,Maryland A,NA,Minnesota A,W,335,85,12,3,12,230,19.17,NA
ACF Nationals 2008,10,20081002,Minnesota A,D2,Maryland A,L,85,335,4,1,4,50,12.5,NA
ACF Nationals 2008,10,20081003,Brandeis (exhibition team),NA,VCU A,L,35,155,3,1,3,10,3.33,NA
ACF Nationals 2008,10,20081003,VCU (exhibition team),NA,Brandeis,W,155,35,10,1,10,60,6,NA
ACF Nationals 2008,10,20081004,Dartmouth A,UG,Illinois A,L,85,290,5,1,5,40,8,NA
ACF Nationals 2008,10,20081004,Illinois A,NA,Dartmouth A,W,290,85,12,4,12,190,15.83,NA
ACF Nationals 2008,10,20081005,Chicago B,D2,Harvard B,L,40,100,2,0,2,20,10,NA
ACF Nationals 2008,10,20081005,Harvard B,D2,Chicago B,W,100,40,7,0,7,30,4.29,NA
ACF Nationals 2008,10,20081006,Vanderbilt,NA,"Rom, Bruce, Ted (exhibition team)",W,150,130,8,2,8,80,10,NA
ACF Nationals 2008,10,20081007,Harvard A,UG,Rutgers,W,165,150,10,1,10,70,7,NA
ACF Nationals 2008,10,20081007,Rutgers,NA,Harvard A,L,150,165,7,0,7,80,11.43,NA
ACF Nationals 2008,10,20081008,Florida State,UG,Maryland B,W,140,125,7,0,7,70,10,NA
ACF Nationals 2008,10,20081008,Maryland B (exhibition team),NA,Florida State,L,125,140,8,1,8,50,6.25,NA
ACF Nationals 2008,10,20081009,UC-Irvine,NA,UCLA,L,65,185,4,3,4,40,10,NA
ACF Nationals 2008,10,20081009,UCLA,NA,UC-Irvine,W,185,65,11,1,11,80,7.27,NA
ACF Nationals 2008,11,20081101,Harvard A,UG,"Rom, Bruce, Ted (exhibition team)",L,55,290,3,1,3,30,10,NA
ACF Nationals 2008,11,20081102,Dartmouth B,D2,VCU A,W,165,130,6,3,6,120,20,NA
ACF Nationals 2008,11,20081102,VCU (exhibition team),NA,Dartmouth B,L,130,165,8,4,8,70,8.75,NA
ACF Nationals 2008,11,20081103,Dartmouth A,UG,Stanford A,L,90,370,5,0,5,40,8,NA
ACF Nationals 2008,11,20081103,Stanford A,NA,Dartmouth A,W,370,90,14,0,14,230,16.43,NA
ACF Nationals 2008,11,20081104,Illinois A,NA,Minnesota A,W,350,105,13,0,13,220,16.92,NA
ACF Nationals 2008,11,20081104,Minnesota A,D2,Illinois A,L,105,350,5,1,5,60,12,NA
ACF Nationals 2008,11,20081105,Brandeis (exhibition team),NA,Florida State,L,50,150,4,0,4,10,2.5,NA
ACF Nationals 2008,11,20081105,Florida State,UG,Brandeis,W,150,50,8,4,8,90,11.25,NA
ACF Nationals 2008,11,20081106,UC-Irvine,NA,Vanderbilt,L,160,210,8,2,8,90,11.25,NA
ACF Nationals 2008,11,20081106,Vanderbilt,NA,UC-Irvine,W,210,160,10,2,10,120,12,NA
ACF Nationals 2008,11,20081107,Chicago A,NA,Maryland A,W,395,215,13,1,13,270,20.77,NA
ACF Nationals 2008,11,20081107,Maryland A,NA,Chicago A,L,215,395,7,3,7,160,22.86,NA
ACF Nationals 2008,11,20081108,MIT A,NA,Rutgers,W,200,160,8,4,8,140,17.5,NA
ACF Nationals 2008,11,20081108,Rutgers,NA,MIT A,L,160,200,8,0,8,80,10,NA
ACF Nationals 2008,11,20081109,Harvard B,D2,Maryland B,W,125,70,7,1,7,60,8.57,NA
ACF Nationals 2008,11,20081109,Maryland B (exhibition team),NA,Harvard B,L,70,125,4,2,4,40,10,NA
ACF Nationals 2008,12,20081201,Chicago B,D2,Maryland B,L,115,135,6,1,6,60,10,NA
ACF Nationals 2008,12,20081201,Maryland B (exhibition team),NA,Chicago B,W,135,115,6,1,6,80,13.33,NA
ACF Nationals 2008,12,20081202,Minnesota A,D2,Stanford A,W,245,145,12,1,12,130,10.83,NA
ACF Nationals 2008,12,20081202,Stanford A,NA,Minnesota A,L,145,245,6,4,6,105,17.5,NA
ACF Nationals 2008,12,20081203,Chicago A,NA,Illinois A,W,240,205,10,0,10,140,14,NA
ACF Nationals 2008,12,20081203,Illinois A,NA,Chicago A,L,205,240,9,3,9,130,14.44,NA
ACF Nationals 2008,12,20081204,MIT A,NA,"Rom, Bruce, Ted (exhibition team)",W,285,130,11,1,11,180,16.36,NA
ACF Nationals 2008,12,20081205,Brown A,NA,Maryland A,W,280,205,11,2,11,180,16.36,NA
ACF Nationals 2008,12,20081205,Maryland A,NA,Brown A,L,205,280,8,5,8,150,18.75,NA
ACF Nationals 2008,12,20081206,Harvard A,UG,UC-Irvine,W,215,95,10,1,10,120,12,NA
ACF Nationals 2008,12,20081206,UC-Irvine,NA,Harvard A,L,95,215,5,3,5,60,12,NA
ACF Nationals 2008,12,20081207,UCLA,NA,Vanderbilt,L,105,275,6,5,6,70,11.67,NA
ACF Nationals 2008,12,20081207,Vanderbilt,NA,UCLA,W,275,105,12,1,12,160,13.33,NA
ACF Nationals 2008,12,20081208,Brandeis (exhibition team),NA,Harvard B,L,80,155,4,0,4,40,10,NA
ACF Nationals 2008,12,20081208,Harvard B,D2,Brandeis,W,155,80,8,1,8,80,10,NA
ACF Nationals 2008,13,20081301,Chicago A,NA,Stanford A,W,270,205,9,2,9,190,21.11,NA
ACF Nationals 2008,13,20081301,Stanford A,NA,Chicago A,L,205,270,8,1,8,130,16.25,NA
ACF Nationals 2008,13,20081302,MIT A,NA,UC-Irvine,W,155,140,9,1,9,70,7.78,NA
ACF Nationals 2008,13,20081302,UC-Irvine,NA,MIT A,L,140,155,6,0,6,80,13.33,NA
ACF Nationals 2008,13,20081303,Brown A,NA,Illinois A,W,290,225,11,2,11,190,17.27,NA
ACF Nationals 2008,13,20081303,Illinois A,NA,Brown A,L,225,290,8,0,8,145,18.12,NA
ACF Nationals 2008,13,20081304,Florida State,UG,VCU A,W,130,80,8,0,8,50,6.25,NA
ACF Nationals 2008,13,20081304,VCU (exhibition team),NA,Florida State,L,80,130,5,2,5,40,8,NA
ACF Nationals 2008,13,20081305,Dartmouth A,UG,Minnesota A,W,245,140,9,1,9,160,17.78,NA
ACF Nationals 2008,13,20081305,Minnesota A,D2,Dartmouth A,L,140,245,7,0,7,70,10,NA
ACF Nationals 2008,13,20081306,Dartmouth B,D2,Harvard B,W,130,65,6,4,6,90,15,NA
ACF Nationals 2008,13,20081306,Harvard B,D2,Dartmouth B,L,65,130,5,3,5,30,6,NA
ACF Nationals 2008,13,20081307,Harvard A,UG,UCLA,L,170,180,7,0,7,100,14.29,NA
ACF Nationals 2008,13,20081307,UCLA,NA,Harvard A,W,180,170,10,0,10,80,8,NA
ACF Nationals 2008,13,20081308,Rutgers,NA,"Rom, Bruce, Ted (exhibition team)",L,145,265,7,1,7,80,11.43,NA
ACF Nationals 2008,14,20081401,Brown A,NA,Stanford A,W,415,80,15,3,15,280,18.67,NA
ACF Nationals 2008,14,20081401,Stanford A,NA,Brown A,L,80,415,4,0,4,40,10,NA
ACF Nationals 2008,14,20081402,Rutgers,NA,UC-Irvine,W,220,155,9,0,9,130,14.44,NA
ACF Nationals 2008,14,20081402,UC-Irvine,NA,Rutgers,L,155,220,7,1,7,90,12.86,NA
ACF Nationals 2008,14,20081403,MIT A,NA,UCLA,W,195,135,8,1,8,120,15,NA
ACF Nationals 2008,14,20081403,UCLA,NA,MIT A,L,135,195,7,1,7,70,10,NA
ACF Nationals 2008,14,20081404,Brandeis (exhibition team),NA,Maryland B,L,5,155,1,1,1,0,0,NA
ACF Nationals 2008,14,20081404,Maryland B (exhibition team),NA,Brandeis,W,155,5,10,1,10,60,6,NA
ACF Nationals 2008,14,20081405,Chicago B,D2,Dartmouth B,L,45,105,3,1,3,20,6.67,NA
ACF Nationals 2008,14,20081405,Dartmouth B,D2,Chicago B,W,105,45,6,3,6,60,10,NA
ACF Nationals 2008,14,20081406,Chicago A,NA,Dartmouth A,W,305,150,11,1,11,200,18.18,NA
ACF Nationals 2008,14,20081406,Dartmouth A,UG,Chicago A,L,150,305,7,2,7,90,12.86,NA
ACF Nationals 2008,14,20081407,Illinois A,NA,Maryland A,L,140,335,6,2,6,90,15,NA
ACF Nationals 2008,14,20081407,Maryland A,NA,Illinois A,W,335,140,12,3,12,230,19.17,NA
ACF Nationals 2008,14,20081408,Harvard A,UG,Vanderbilt,W,280,70,13,0,13,150,11.54,NA
ACF Nationals 2008,14,20081408,Vanderbilt,NA,Harvard A,L,70,280,4,2,4,40,10,NA
ACF Nationals 2008,15,20081501,Dartmouth A,UG,Minnesota A,L,115,240,5,1,5,70,14,NA
ACF Nationals 2008,15,20081501,Minnesota A,D2,Dartmouth A,W,240,115,9,2,9,160,17.78,NA
ACF Nationals 2008,15,20081502,Brown A,NA,Chicago A,L,205,240,10,1,10,110,11,NA
ACF Nationals 2008,15,20081502,Chicago A,NA,Brown A,W,240,205,9,2,9,160,17.78,NA
ACF Nationals 2007,1,20070101,Michigan A,NA,South Florida,W,250,110,13,0,13,120,9.23,NA
ACF Nationals 2007,1,20070101,South Florida,NA,Michigan A,L,110,250,5,0,5,60,12,NA
ACF Nationals 2007,1,20070102,Tennessee-Chattanooga,NA,Virginia A,L,60,190,3,0,3,30,10,NA
ACF Nationals 2007,1,20070102,Virginia A,NA,Tennessee-Chattanooga,W,190,60,8,2,8,120,15,NA
ACF Nationals 2007,1,20070103,Chicago B,NA,South Carolina,W,240,60,11,2,11,140,12.73,NA
ACF Nationals 2007,1,20070103,South Carolina,NA,Chicago B,L,60,240,4,0,4,20,5,NA
ACF Nationals 2007,1,20070104,Georgia Tech,NA,Stanford A,L,30,255,3,2,3,10,3.33,NA
ACF Nationals 2007,1,20070104,Stanford A,NA,Georgia Tech,W,255,30,12,1,12,140,11.67,NA
ACF Nationals 2007,1,20070105,Vanderbilt,NA,VCU A,L,195,205,8,1,8,120,15,NA
ACF Nationals 2007,1,20070105,VCU A,NA,Vanderbilt,W,205,195,10,1,10,110,11,NA
ACF Nationals 2007,1,20070106,Chicago A,NA,Wayne State,W,295,170,11,1,11,190,17.27,NA
ACF Nationals 2007,1,20070106,Wayne State,NA,Chicago A,L,170,295,8,2,8,100,12.5,NA
ACF Nationals 2007,1,20070107,Brown A,NA,Pat Freeburn,W,320,55,13,2,13,200,15.38,NA
ACF Nationals 2007,1,20070107,Pat Freeburn,NA,Brown A,L,55,320,4,1,4,20,5,NA
ACF Nationals 2007,1,20070108,Illinois A,NA,Rutgers,W,300,70,12,2,12,190,15.83,NA
ACF Nationals 2007,1,20070108,Rutgers,NA,Illinois A,L,70,300,4,2,4,40,10,NA
ACF Nationals 2007,1,20070109,Carleton College,NA,Yale A,W,310,20,14,2,14,180,12.86,NA
ACF Nationals 2007,1,20070109,Yale A,NA,Carleton College,L,20,310,2,6,2,30,15,NA
ACF Nationals 2007,1,20070110,Florida State,NA,Kentucky,W,165,145,8,1,8,90,11.25,NA
ACF Nationals 2007,1,20070110,Kentucky,NA,Florida State,L,145,165,7,1,7,80,11.43,NA
ACF Nationals 2007,1,20070111,Texas A&M,NA,UCLA,W,285,120,12,1,12,170,14.17,NA
ACF Nationals 2007,1,20070111,UCLA,NA,Texas A&M,L,120,285,7,4,7,70,10,NA
ACF Nationals 2007,1,20070112,Alabama,NA,Illinois B,W,55,45,4,1,4,20,5,NA
ACF Nationals 2007,1,20070112,Illinois B,NA,Alabama,L,45,55,3,1,3,20,6.67,NA
ACF Nationals 2007,2,20070201,Brown A,NA,Georgia Tech,W,410,-5,15,2,15,270,18,NA
ACF Nationals 2007,2,20070201,Georgia Tech,NA,Brown A,L,-5,410,0,1,0,0,NaN,NA
ACF Nationals 2007,2,20070202,Kentucky,NA,VCU A,L,100,330,5,0,5,50,10,NA
ACF Nationals 2007,2,20070202,VCU A,NA,Kentucky,W,330,100,13,0,13,200,15.38,NA
ACF Nationals 2007,2,20070203,Florida State,NA,Maryland A,L,100,290,5,2,5,60,12,NA
ACF Nationals 2007,2,20070203,Maryland A,NA,Florida State,W,290,100,10,2,10,200,20,NA
ACF Nationals 2007,2,20070204,Pat Freeburn,NA,Vanderbilt,L,60,220,4,2,4,30,7.5,NA
ACF Nationals 2007,2,20070204,Vanderbilt,NA,Pat Freeburn,W,220,60,10,4,10,140,14,NA
ACF Nationals 2007,2,20070205,Illinois A,NA,Texas A&M,W,275,125,12,1,12,160,13.33,NA
ACF Nationals 2007,2,20070205,Texas A&M,NA,Illinois A,L,125,275,5,3,5,90,18,NA
ACF Nationals 2007,2,20070206,Illinois B,NA,South Florida,L,20,230,2,2,2,10,5,NA
ACF Nationals 2007,2,20070206,South Florida,NA,Illinois B,W,230,20,12,0,12,110,9.17,NA
ACF Nationals 2007,2,20070207,Chicago B,NA,Tennessee-Chattanooga,W,140,60,7,4,7,90,12.86,NA
ACF Nationals 2007,2,20070207,Tennessee-Chattanooga,NA,Chicago B,L,60,140,5,0,5,10,2,NA
ACF Nationals 2007,2,20070208,UCLA,NA,Virginia A,L,100,230,5,2,5,60,12,NA
ACF Nationals 2007,2,20070208,Virginia A,NA,UCLA,W,230,100,11,0,11,120,10.91,NA
ACF Nationals 2007,2,20070209,Chicago A,NA,Michigan A,W,330,180,11,2,11,230,20.91,NA
ACF Nationals 2007,2,20070209,Michigan A,NA,Chicago A,L,180,330,7,4,7,130,18.57,NA
ACF Nationals 2007,2,20070210,Texas,NA,Yale A,W,275,105,11,1,11,170,15.45,NA
ACF Nationals 2007,2,20070210,Yale A,NA,Texas,L,105,275,5,3,5,70,14,NA
ACF Nationals 2007,2,20070211,Carleton College,NA,Wayne State,W,245,205,10,1,10,150,15,NA
ACF Nationals 2007,2,20070211,Wayne State,NA,Carleton College,L,205,245,8,1,8,130,16.25,NA
ACF Nationals 2007,2,20070212,Brandeis,NA,Rutgers,L,40,300,5,4,5,10,2,NA
ACF Nationals 2007,2,20070212,Rutgers,NA,Brandeis,W,300,40,13,0,13,170,13.08,NA
ACF Nationals 2007,3,20070301,Michigan A,NA,Texas,W,315,110,13,5,13,210,16.15,NA
ACF Nationals 2007,3,20070301,Texas,NA,Michigan A,L,110,315,5,0,5,60,12,NA
ACF Nationals 2007,3,20070302,Stanford A,NA,Vanderbilt,L,110,205,6,2,6,60,10,NA
ACF Nationals 2007,3,20070302,Vanderbilt,NA,Stanford A,W,205,110,11,1,11,100,9.09,NA
ACF Nationals 2007,3,20070303,Brandeis,NA,Virginia A,L,30,230,2,2,2,20,10,NA
ACF Nationals 2007,3,20070303,Virginia A,NA,Brandeis,W,230,30,11,4,11,140,12.73,NA
ACF Nationals 2007,3,20070304,Georgia Tech,NA,Kentucky,L,10,205,1,2,1,10,10,NA
ACF Nationals 2007,3,20070304,Kentucky,NA,Georgia Tech,W,205,10,12,1,12,90,7.5,NA
ACF Nationals 2007,3,20070305,South Carolina,NA,UCLA,L,100,185,7,0,7,30,4.29,NA
ACF Nationals 2007,3,20070305,UCLA,NA,South Carolina,W,185,100,9,3,9,110,12.22,NA
ACF Nationals 2007,3,20070306,Rutgers,NA,Texas A&M,L,140,280,5,0,5,90,18,NA
ACF Nationals 2007,3,20070306,Texas A&M,NA,Rutgers,W,280,140,12,2,12,170,14.17,NA
ACF Nationals 2007,3,20070307,Wayne State,NA,Yale A,W,215,180,10,1,10,120,12,NA
ACF Nationals 2007,3,20070307,Yale A,NA,Wayne State,L,180,215,9,2,9,100,11.11,NA
ACF Nationals 2007,3,20070308,Carleton College,NA,Illinois B,W,300,-20,14,2,14,170,12.14,NA
ACF Nationals 2007,3,20070308,Illinois B,NA,Carleton College,L,-20,300,0,4,0,0,NaN,NA
ACF Nationals 2007,3,20070309,Alabama,NA,Chicago A,L,10,405,1,0,1,0,0,NA
ACF Nationals 2007,3,20070309,Chicago A,NA,Alabama,W,405,10,16,3,16,260,16.25,NA
ACF Nationals 2007,3,20070310,Florida State,NA,VCU A,L,65,145,7,3,7,10,1.43,NA
ACF Nationals 2007,3,20070310,VCU A,NA,Florida State,W,145,65,8,3,8,80,10,NA
ACF Nationals 2007,3,20070311,Chicago B,NA,Illinois A,W,305,95,13,1,13,180,13.85,NA
ACF Nationals 2007,3,20070311,Illinois A,NA,Chicago B,L,95,305,6,3,6,50,8.33,NA
ACF Nationals 2007,3,20070312,Maryland A,NA,Pat Freeburn,W,125,25,9,5,9,60,6.67,NA
ACF Nationals 2007,3,20070312,Pat Freeburn,NA,Maryland A,L,25,125,2,1,2,10,5,NA
ACF Nationals 2007,4,20070401,Rutgers,NA,Virginia A,L,145,255,6,1,6,90,15,NA
ACF Nationals 2007,4,20070401,Virginia A,NA,Rutgers,W,255,145,14,3,14,130,9.29,NA
ACF Nationals 2007,4,20070402,Tennessee-Chattanooga,NA,UCLA,L,-10,420,0,2,0,0,NaN,NA
ACF Nationals 2007,4,20070402,UCLA,NA,Tennessee-Chattanooga,W,420,-10,19,0,19,230,12.11,NA
ACF Nationals 2007,4,20070403,Michigan A,NA,Yale A,L,155,205,8,7,8,110,13.75,NA
ACF Nationals 2007,4,20070403,Yale A,NA,Michigan A,W,205,155,8,3,8,140,17.5,NA
ACF Nationals 2007,4,20070404,Chicago A,NA,South Florida,W,355,115,14,3,14,230,16.43,NA
ACF Nationals 2007,4,20070404,South Florida,NA,Chicago A,L,115,355,5,1,5,70,14,NA
ACF Nationals 2007,4,20070405,Georgia Tech,NA,Maryland A,L,5,220,1,1,1,0,0,NA
ACF Nationals 2007,4,20070405,Maryland A,NA,Georgia Tech,W,220,5,12,6,12,130,10.83,NA
ACF Nationals 2007,4,20070406,Brandeis,NA,Chicago B,L,60,275,5,0,5,10,2,NA
ACF Nationals 2007,4,20070406,Chicago B,NA,Brandeis,W,275,60,11,1,11,170,15.45,NA
ACF Nationals 2007,4,20070407,Alabama,NA,Carleton College,L,35,270,3,1,3,10,3.33,NA
ACF Nationals 2007,4,20070407,Carleton College,NA,Alabama,W,270,35,11,6,11,190,17.27,NA
ACF Nationals 2007,4,20070408,Kentucky,NA,Stanford A,L,155,240,8,1,8,80,10,NA
ACF Nationals 2007,4,20070408,Stanford A,NA,Kentucky,W,240,155,10,2,10,150,15,NA
ACF Nationals 2007,4,20070409,Florida State,NA,Pat Freeburn,W,115,35,8,5,8,60,7.5,NA
ACF Nationals 2007,4,20070409,Pat Freeburn,NA,Florida State,L,35,115,3,1,3,10,3.33,NA
ACF Nationals 2007,4,20070410,Illinois B,NA,Texas,L,20,245,2,2,2,10,5,NA
ACF Nationals 2007,4,20070410,Texas,NA,Illinois B,W,245,20,13,3,13,130,10,NA
ACF Nationals 2007,4,20070411,Brown A,NA,Vanderbilt,W,275,180,12,3,12,170,14.17,NA
ACF Nationals 2007,4,20070411,Vanderbilt,NA,Brown A,L,180,275,8,2,8,110,13.75,NA
ACF Nationals 2007,4,20070412,Illinois A,NA,South Carolina,W,185,140,10,5,10,110,11,NA
ACF Nationals 2007,4,20070412,South Carolina,NA,Illinois A,L,140,185,6,0,6,80,13.33,NA
ACF Nationals 2007,5,20070501,Chicago A,NA,Illinois B,W,455,5,17,1,17,290,17.06,NA
ACF Nationals 2007,5,20070501,Illinois B,NA,Chicago A,L,5,455,1,1,1,0,0,NA
ACF Nationals 2007,5,20070502,Alabama,NA,South Florida,L,40,150,4,2,4,10,2.5,NA
ACF Nationals 2007,5,20070502,South Florida,NA,Alabama,W,150,40,9,2,9,70,7.78,NA
ACF Nationals 2007,5,20070503,Brown A,NA,Stanford A,W,255,180,10,3,10,170,17,NA
ACF Nationals 2007,5,20070503,Stanford A,NA,Brown A,L,180,255,7,0,7,110,15.71,NA
